user_id,recency,frequency,monetary
R02387,21,16,226.62
R02388,31,14,229.96
R02389,19,19,290.34
R02390,25,28,448.38
R02391,33,25,380.42
R02392,26,25,340.71
R02393,38,28,434.45
R02394,21,22,319.27
R02395,32,17,239.83
R02396,49,19,294.55
R02397,26,25,329.27
R02398,29,23,425.0
R02399,20,16,262.01
R02400,39,9,127.61
R02401,54,18,264.72
R02402,54,18,273.99
R02403,18,27,450.74
R02404,21,20,252.9
R02405,47,18,252.1
R02406,35,20,301.22
R02407,61,15,253.79
R02408,22,15,225.71
R02409,37,27,401.67
R02410,22,19,243.27
R02411,19,21,298.46
R02412,24,16,230.67
R02413,34,13,232.78
R02414,19,21,319.59
R02415,26,29,484.2
R02416,20,35,579.23
R02417,32,19,250.49
R02418,20,18,291.31
R02419,46,13,191.12
R02420,33,15,199.26
R02421,27,13,202.32
R02422,48,18,247.31
R02423,19,13,213.71
R02424,18,23,416.84000000000003
R02425,19,23,320.23
R02426,19,27,415.32
R02427,24,22,297.26
R02428,66,22,338.1
R02429,20,16,239.9
R02430,49,27,424.87
R02431,52,19,287.08
R02432,28,18,258.21
R02433,19,19,256.23
R02434,29,24,361.65999999999997
R02435,20,22,302.25
R02436,39,21,341.85
R02437,19,30,455.48
R02438,35,26,405.33
R02439,28,17,243.44
R02440,26,16,228.79
R02441,19,28,429.98
R02442,31,16,234.25
R02443,27,23,402.5
R02444,34,26,413.61
R02445,32,20,314.67
R02446,32,18,262.56
R02447,44,14,208.68
R02448,23,18,269.90999999999997
R02449,23,18,272.61
R02450,22,22,332.11
R02451,23,29,525.47
R02452,106,22,387.39
R02453,19,20,309.27
R02454,44,14,198.55
R02455,36,14,212.5
R02456,29,23,307.16
R02457,55,16,227.67
R02458,41,17,250.16
R02459,38,15,259.87
R02460,56,20,343.43
R02461,63,19,275.7
R02462,85,11,151.99
R02463,32,17,278.93
R02464,25,22,383.99
R02465,23,26,383.7
R02466,35,13,163.73
R02467,31,18,311.94
R02468,24,18,300.37
R02469,20,15,258.58
R02470,21,23,319.61
R02471,26,20,304.98
R02472,39,21,329.36
R02473,26,25,360.24
R02474,46,12,181.32
R02475,31,22,364.51
R02476,21,26,420.37
R02477,49,23,392.31
R02478,40,19,307.3
R02479,24,27,407.91
R02480,28,23,361.09
R02481,31,17,287.17
R02482,46,15,255.65
R02483,30,23,307.67
R02484,22,16,254.93
R02485,19,17,252.42
R02486,19,22,369.67
R02487,49,15,240.03
R02488,23,31,453.4
R02489,24,19,295.24
R02490,39,27,425.28
R02491,42,20,306.22
R02492,29,14,209.37
R02493,20,33,525.1800000000001
R02494,30,25,337.73
R02495,88,14,196.39
R02496,30,23,332.55
R02497,25,20,342.4
R02498,25,15,256.79
R02499,26,14,278.17
R02500,24,26,392.3
R02501,40,16,235.08
R02502,25,15,218.57
R02503,38,16,228.85
R02504,29,23,378.56
R02505,58,28,470.96
R02506,32,23,357.91
R02507,42,23,354.46000000000004
R02508,34,21,341.87
R02509,20,20,316.1
R02510,19,19,266.28999999999996
R02511,35,19,276.27
R02512,30,18,286.78000000000003
R02513,28,21,319.41
R02514,29,22,334.39
R02515,58,16,268.04
R02516,19,23,337.54
R02517,25,19,278.76
R02518,34,13,178.59
R02519,19,17,267.17
R02520,24,22,314.43
R02521,19,19,319.95
R02522,48,16,262.63
R02523,53,23,324.04
R02524,54,17,275.34
R02525,25,33,444.56
R02526,37,20,291.37
R02527,20,21,344.42
R02528,51,17,255.43
R02529,82,21,348.01
R02530,25,19,277.25
R02531,33,29,436.23
R02532,27,25,362.15999999999997
R02533,43,28,544.76
R02534,56,17,259.07
R02535,41,12,245.65
R02536,50,20,329.87
R02537,34,19,272.92
R02538,65,18,287.5
R02539,59,10,173.35
R02540,25,15,209.66
R02541,44,21,298.38
R02542,27,20,311.99
R02543,41,14,220.04
R02544,59,18,298.71
R02545,35,23,407.06
R02546,33,14,211.12
R02547,33,25,405.15
R02548,43,14,194.03
R02549,62,18,258.93
R02550,27,21,341.76
R02551,19,22,347.78
R02552,23,15,224.24
R02553,172,15,253.11
R02554,47,24,376.27
R02555,59,18,301.42
R02556,25,25,397.61
R02557,34,22,336.28
R02558,20,21,336.89
R02559,29,22,311.49
R02560,33,17,285.21
R02561,32,22,328.31
R02562,74,16,215.02
R02563,33,24,331.21
R02564,52,23,334.62
R02565,20,13,222.14000000000001
R02566,23,20,335.96999999999997
R02567,24,23,348.15
R02568,34,15,231.14000000000001
R02569,24,21,378.63
R02570,24,22,353.15
R02571,20,23,412.03000000000003
R02572,22,24,399.81
R02573,21,22,309.34000000000003
R02574,19,24,337.72
R02575,33,21,296.11
R02576,25,17,281.75
R02577,33,21,312.73
R02578,29,13,195.0
R02579,21,21,388.06
R02580,38,22,370.79
R02581,35,14,260.78
R02582,41,18,275.33
R02583,33,19,249.4
R02584,22,21,343.96
R02585,33,18,300.44
R02586,26,19,337.69
R02587,54,22,348.8
R02588,22,23,297.29
R02589,22,25,380.91
R02590,22,26,394.78000000000003
R02591,27,18,249.38
R02592,52,21,313.03
R02593,30,27,398.87
R02594,27,24,361.7
R02595,24,23,409.63
R02596,27,24,357.73
R02597,24,26,425.57
R02598,22,21,320.23
R02599,23,14,203.56
R02600,21,15,227.77
R02601,84,19,275.69
R02602,22,18,267.69
R02603,47,20,333.82
R02604,26,20,272.0
R02605,31,21,320.38
R02606,25,24,404.75
R02607,57,23,349.33
R02608,31,17,232.97
R02609,85,15,259.04
R02610,20,22,271.48
R02611,23,14,212.55
R02612,54,21,376.49
R02613,22,16,242.61
R02614,37,20,326.06
R02615,33,21,333.77
R02616,22,25,405.59000000000003
R02617,43,25,387.47
R02618,32,13,204.28
R02619,36,20,311.9
R02620,34,24,321.29
R02621,34,16,286.88
R02622,31,25,364.09000000000003
R02623,20,19,336.32
R02624,50,21,278.08
R02625,25,22,366.65999999999997
R02626,19,16,205.6
R02627,79,19,247.64
R02628,26,21,291.41
R02629,21,17,256.25
R02630,53,11,161.54
R02631,20,22,364.7
R02632,24,20,296.68
R02633,37,24,418.32
R02634,39,25,331.06
R02635,33,18,252.32999999999998
R02636,22,16,243.33
R02637,35,13,236.57999999999998
R02638,20,18,270.03
R02639,35,24,357.7
R02640,106,19,316.59
R02641,19,18,281.38
R02642,20,29,475.44
R02643,23,29,475.92
R02644,22,25,424.54
R02645,48,16,220.08
R02646,23,18,273.62
R02647,37,19,292.8
R02648,23,26,449.25
R02649,26,16,241.83
R02650,30,27,382.62
R02651,34,28,381.05
R02652,20,21,292.61
R02653,29,20,276.54
R02654,41,22,351.65999999999997
R02655,19,23,399.97
R02656,53,19,307.46
R02657,35,23,332.24
R02658,23,22,314.26
R02659,24,25,363.01
R02660,35,16,222.14
R02661,59,21,309.6
R02662,27,18,280.2
R02663,31,28,459.27
R02664,50,23,355.94
R02665,41,23,356.51
R02666,35,27,412.06
R02667,23,21,327.24
R02668,21,16,221.17
R02669,35,14,196.22
R02670,31,21,275.25
R02671,26,21,343.55
R02672,61,19,254.43
R02673,39,19,288.05
R02674,34,20,296.26
R02675,32,19,244.75
R02676,32,15,236.9
R02677,32,24,353.49
R02678,28,23,357.9
R02679,20,21,370.32
R02680,28,22,308.21
R02681,70,10,150.35
R02682,74,25,354.6
R02683,42,16,237.88
R02684,41,21,309.58
R02685,28,17,250.62
R02686,35,19,290.97
R02687,27,15,219.62
R02688,23,26,407.48
R02689,38,22,346.06
R02690,21,25,398.18
R02691,21,14,268.40999999999997
R02692,22,24,393.58
R02693,50,22,299.68
R02694,49,27,404.76
R02695,20,18,280.74
R02696,29,15,235.86
R02697,26,25,356.31
R02698,21,19,291.85
R02699,28,23,348.16
R02700,22,19,296.37
R02701,19,17,261.87
R02702,48,21,323.83
R02703,68,18,259.05
R02704,30,21,285.90999999999997
R02705,48,19,299.42
R02706,25,25,376.28
R02707,23,17,226.23
R02708,24,26,407.6
R02709,27,29,443.18
R02710,77,19,285.13
R02711,25,24,398.93
R02712,37,27,369.71
R02713,56,23,339.99
R02714,26,28,417.78000000000003
R02715,31,18,264.22
R02716,46,18,292.95
R02717,40,15,289.33
R02718,27,15,210.05
R02719,44,23,354.62
R02720,22,27,383.16
R02721,22,19,275.96
R02722,37,20,290.4
R02723,22,19,274.92
R02724,42,22,297.46
R02725,25,20,301.90999999999997
R02726,32,20,275.61
R02727,39,22,344.86
R02728,23,20,314.54
R02729,46,23,313.25
R02730,117,14,215.03
R02731,23,27,434.29
R02732,23,18,253.74
R02733,50,16,249.95
R02734,34,22,320.18
R02735,30,25,379.13
R02736,47,24,379.11
R02737,35,17,239.9
R02738,42,18,278.77
R02739,34,14,241.38
R02740,21,25,381.95
R02741,75,21,358.33
R02742,24,25,366.45
R02743,36,16,217.51
R02744,42,17,287.7
R02745,110,14,192.93
R02746,33,20,309.63
R02747,29,16,266.14
R02748,26,23,424.68
R02749,19,18,246.95
R02750,59,19,282.36
R02751,68,16,222.8
R02752,63,16,266.78
R02753,29,16,283.25
R02754,32,12,180.66
R02755,21,19,266.0
R02756,24,15,236.29
R02757,26,20,355.1
R02758,43,31,495.02
R02759,46,25,379.66
R02760,33,17,247.51
R02761,28,18,272.54
R02762,20,26,360.89
R02763,86,20,274.55
R02764,29,27,393.67
R02765,41,24,354.36
R02766,28,13,202.47
R02767,29,24,393.19
R02768,23,24,368.21999999999997
R02769,51,20,326.85
R02770,40,13,191.96
R02771,38,18,307.06
R02772,23,22,353.51
R02773,69,17,299.86
R02774,35,13,237.86
R02775,28,15,261.29
R02776,52,14,216.75
R02777,19,19,320.34
R02778,49,25,365.89
R02779,23,22,329.13
R02780,24,29,421.18
R02781,23,19,272.24
R02782,35,23,372.28
R02783,36,17,267.75
R02784,108,12,132.37
R02785,31,18,312.77
R02786,29,22,372.46
R02787,47,19,254.05
R02788,31,18,295.15999999999997
R02789,74,20,372.78
R02790,19,17,201.68
R02791,20,18,239.08
R02792,55,22,319.02
R02793,29,13,192.67
R02794,36,20,351.56
R02795,30,22,324.66
R02796,27,22,368.92
R02797,26,20,284.09
R02798,32,23,378.3
R02799,24,25,388.41
R02800,36,16,252.55
R02801,32,23,377.18
R02802,21,17,265.44
R02803,56,19,278.72
R02804,49,16,257.32
R02805,67,17,246.57
R02806,19,27,348.17
R02807,28,15,224.89
R02808,21,22,353.78
R02809,20,24,375.07
R02810,57,21,275.83
R02811,22,16,265.15999999999997
R02812,59,17,250.77
R02813,27,24,349.89
R02814,23,16,250.81
R02815,36,18,257.83
R02816,40,26,418.52
R02817,22,18,324.77
R02818,32,20,291.13
R02819,54,20,276.11
R02820,29,15,223.49
R02821,66,23,344.19
R02822,56,27,419.26
R02823,40,21,311.26
R02824,37,28,400.25
R02825,24,28,470.66
R02826,36,31,459.47
R02827,21,21,308.35
R02828,46,21,368.77
R02829,45,16,237.69
R02830,28,22,334.59999999999997
R02831,20,22,320.66
R02832,74,20,293.86
R02833,29,23,342.59
R02834,62,19,251.65
R02835,18,17,287.13
R02836,49,20,297.5
R02837,59,12,203.56
R02838,21,24,422.65999999999997
R02839,19,23,331.17
R02840,24,19,280.13
R02841,32,31,437.97
R02842,30,13,185.81
R02843,25,20,332.97
R02844,30,19,276.5
R02845,30,16,217.11
R02846,49,22,391.19
R02847,27,20,296.65
R02848,33,15,216.43
R02849,39,13,206.84
R02850,56,22,360.4
R02851,19,24,387.72
R02852,36,16,246.5
R02853,27,24,310.2
R02854,26,23,362.48
R02855,21,19,296.45
R02856,50,16,251.54000000000002
R02857,54,19,289.79
R02858,41,18,271.58
R02859,22,14,249.23
R02860,34,24,309.16
R02861,20,13,192.76
R02862,27,22,337.04
R02863,35,26,352.58
R02864,47,22,380.65
R02865,27,24,374.27
R02866,25,25,370.54
R02867,35,15,258.72
R02868,70,26,421.27
R02869,25,23,379.36
R02870,22,14,211.07
R02871,24,15,229.88
R02872,32,13,185.14
R02873,49,23,341.02
R02874,42,27,407.13
R02875,19,18,259.67
R02876,45,29,393.15999999999997
R02877,27,22,335.99
R02878,19,20,273.13
R02879,37,20,333.96
R02880,55,15,260.71
R02881,24,18,321.72
R02882,45,22,318.41
R02883,19,19,297.26
R02884,40,21,324.51
R02885,37,15,289.0
R02886,27,17,243.21
R02887,24,18,260.62
R02888,29,14,186.6
R02889,24,19,324.1
R02890,68,19,267.52
R02891,71,20,283.54
R02892,78,20,297.6
R02893,22,26,398.75
R02894,96,19,260.9
R02895,74,22,378.44
R02896,29,27,450.86
R02897,26,16,217.44
R02898,22,19,324.84999999999997
R02899,22,23,332.77
R02900,26,17,266.16
R02901,38,20,253.09
R02902,50,16,267.5
R02903,39,21,297.38
R02904,20,16,256.17
R02905,60,19,286.39
R02906,39,22,368.81
R02907,29,18,341.64
R02908,38,21,321.21
R02909,27,18,312.17
R02910,65,13,207.3
R02911,24,18,267.05
R02912,23,11,166.35
R02913,22,25,392.18
R02914,47,19,333.03
R02915,67,13,194.57
R02916,22,18,243.25
R02917,50,22,282.88
R02918,51,21,318.09999999999997
R02919,66,22,371.53
R02920,82,17,284.01
R02921,33,19,291.47
R02922,64,16,284.81
R02923,37,19,272.25
R02924,61,16,259.57
R02925,43,21,300.68
R02926,20,18,237.94
R02927,22,12,188.6
R02928,71,15,250.02
R02929,28,18,267.18
R02930,26,14,221.78
R02931,35,23,344.17
R02932,39,14,228.37
R02933,53,19,298.42
R02934,28,23,355.07
R02935,20,23,411.27
R02936,60,14,181.87
R02937,43,23,335.25
R02938,33,25,446.38
R02939,20,36,600.13
R02940,28,15,216.47
R02941,42,19,301.23
R02942,31,21,340.06
R02943,35,21,328.72
R02944,32,18,291.57
R02945,38,8,139.64
R02946,54,13,188.23000000000002
R02947,29,25,380.85
R02948,19,26,378.59000000000003
R02949,37,21,313.96
R02950,27,23,300.39
R02951,31,28,483.56
R02952,28,15,248.46
R02953,46,21,341.19
R02954,61,18,307.1
R02955,70,23,351.55
R02956,31,18,274.75
R02957,41,21,311.71999999999997
R02958,50,23,344.21999999999997
R02959,33,19,285.07
R02960,93,12,191.95
R02961,49,14,203.7
R02962,43,23,312.11
R02963,20,22,349.23
R02964,42,16,223.38
R02965,47,21,275.16
R02966,34,21,353.95
R02967,28,24,423.52
R02968,58,22,418.13
R02969,36,20,312.95
R02970,52,16,236.25
R02971,33,23,422.27
R02972,40,19,239.71
R02973,65,18,272.1
R02974,26,18,282.3
R02975,72,15,208.54
R02976,33,18,265.82
R02977,24,18,221.84
R02978,27,11,175.17
R02979,30,18,303.79
R02980,60,21,340.43
R02981,21,19,250.63
R02982,28,24,399.56
R02983,31,19,350.90999999999997
R02984,28,16,277.27
R02985,34,19,261.43
R02986,21,19,274.78
R02987,27,26,391.88
R02988,47,23,338.42
R02989,32,18,272.44
R02990,21,24,364.26
R02991,27,20,320.8
R02992,30,15,243.97
R02993,29,24,350.06
R02994,24,27,446.86
R02995,22,22,331.96999999999997
R02996,25,28,404.28
R02997,34,26,369.75
R02998,38,26,367.06
R02999,20,21,310.96999999999997
R03000,46,21,323.75
R03001,39,21,316.81
R03002,29,17,229.56
R03003,27,17,282.36
R03004,60,18,353.8
R03005,55,17,223.02
R03006,24,18,271.53000000000003
R03007,25,22,318.9
R03008,46,21,298.64
R03009,22,19,318.69
R03010,42,19,262.71999999999997
R03011,29,21,318.97
R03012,77,15,211.93
R03013,39,20,308.88
R03014,53,22,322.82
R03015,32,15,235.71
R03016,20,23,336.65
R03017,22,25,392.65999999999997
R03018,47,21,383.01
R03019,24,20,343.38
R03020,27,19,305.55
R03021,41,16,236.10999999999999
R03022,44,28,410.04
R03023,106,11,199.07
R03024,31,16,234.22
R03025,59,16,214.72
R03026,102,12,195.43
R03027,34,18,299.75
R03028,19,36,571.54
R03029,46,19,304.71
R03030,98,21,373.22
R03031,20,23,339.0
R03032,50,18,285.56
R03033,36,18,280.42
R03034,50,15,219.92
R03035,40,17,270.26
R03036,19,25,401.40999999999997
R03037,26,19,299.93
R03038,34,19,283.69
R03039,57,23,376.54
R03040,26,19,243.83
R03041,26,12,191.34
R03042,21,21,302.6
R03043,21,25,424.61
R03044,24,13,176.93
R03045,61,20,300.08
R03046,47,15,231.84
R03047,49,12,179.8
R03048,57,15,252.72
R03049,24,24,341.35
R03050,44,15,185.93
R03051,26,23,345.71999999999997
R03052,24,20,329.33
R03053,66,20,292.35
R03054,32,19,284.64
R03055,29,34,587.14
R03056,25,17,292.98
R03057,29,23,449.19
R03058,51,19,282.78
R03059,24,19,292.37
R03060,24,24,337.63
R03061,40,21,368.81
R03062,29,25,353.5
R03063,42,19,326.7
R03064,26,21,346.66
R03065,21,14,228.18
R03066,25,19,256.32
R03067,31,24,349.34
R03068,68,16,246.13
R03069,43,21,305.91
R03070,19,19,337.43
R03071,23,25,387.49
R03072,59,23,390.0
R03073,24,18,299.82
R03074,20,16,221.53
R03075,40,20,281.89
R03076,54,18,318.67
R03077,26,22,346.29
R03078,27,18,241.91
R03079,34,26,385.56
R03080,69,14,166.82
R03081,36,21,348.41
R03082,28,19,322.89
R03083,20,24,417.89
R03084,23,19,297.87
R03085,40,18,239.26
R03086,34,27,429.92
R03087,28,18,268.75
R03088,52,20,266.54
R03089,23,21,287.94
R03090,20,15,218.4
R03091,25,21,306.01
R03092,45,22,355.98
R03093,49,26,411.03000000000003
R03094,35,20,291.93
R03095,81,18,294.96
R03096,19,29,422.14
R03097,30,17,272.98
R03098,22,22,357.7
R03099,43,18,305.34
R03100,22,24,360.62
R03101,21,21,379.37
R03102,20,15,194.22
R03103,33,25,396.36
R03104,33,14,219.51
R03105,25,25,396.28
R03106,24,16,272.78
R03107,70,24,348.73
R03108,50,19,275.93
R03109,26,21,329.55
R03110,22,24,418.44
R03111,27,13,192.75
R03112,89,23,326.93
R03113,21,14,206.58
R03114,31,22,355.58
R03115,33,15,218.11
R03116,22,18,231.16
R03117,44,31,472.68
R03118,20,22,297.21
R03119,42,19,287.62
R03120,31,11,177.62
R03121,56,14,197.39
R03122,23,20,350.61
R03123,21,24,393.45
R03124,67,20,350.0
R03125,28,26,434.67
R03126,30,18,250.62
R03127,81,19,295.63
R03128,28,16,219.39
R03129,37,14,201.88
R03130,42,24,320.45
R03131,73,17,231.36
R03132,26,15,242.19
R03133,23,18,289.59
R03134,23,15,233.21
R03135,79,18,291.69
R03136,29,24,344.45
R03137,60,21,310.69
R03138,20,23,397.44
R03139,68,17,257.29
R03140,23,28,440.82
R03141,48,16,219.02
R03142,41,20,277.1
R03143,32,14,216.9
R03144,21,14,189.35999999999999
R03145,28,25,425.31
R03146,110,18,311.04
R03147,22,23,368.68
R03148,53,24,345.12
R03149,29,12,170.28
R03150,21,26,426.0
R03151,30,19,268.16
R03152,27,16,243.79
R03153,29,15,212.88
R03154,38,18,236.47
R03155,26,27,421.49
R03156,28,15,255.42
R03157,44,15,225.07
R03158,33,20,332.52
R03159,62,19,248.65
R03160,23,25,409.23
R03161,30,14,247.35
R03162,36,17,220.42000000000002
R03163,21,25,362.90999999999997
R03164,35,21,314.88
R03165,39,13,221.54
R03166,40,18,282.90999999999997
R03167,32,24,397.06
R03168,27,23,347.61
R03169,24,21,335.13
R03170,61,20,299.12
R03171,30,21,331.32
R03172,22,15,262.78
R03173,41,21,327.55
R03174,24,18,273.91
R03175,19,24,360.90999999999997
R03176,45,14,229.43
R03177,35,23,389.88
R03178,32,19,290.59
R03179,24,24,360.03
R03180,33,20,349.1
R03181,25,24,373.89
R03182,54,20,341.26
R03183,31,21,294.34
R03184,20,20,310.64
R03185,37,20,273.72
R03186,21,28,413.63
R03187,28,14,203.73000000000002
R03188,34,10,167.7
R03189,22,21,338.44
R03190,28,24,338.45
R03191,56,19,352.71
R03192,28,18,277.86
R03193,27,17,264.28000000000003
R03194,90,16,241.34
R03195,98,15,209.34
R03196,54,20,319.07
R03197,28,21,359.57
R03198,72,17,263.56
R03199,30,18,291.01
R03200,19,23,372.49
R03201,20,15,270.89
R03202,25,26,373.3
R03203,36,23,329.18
R03204,44,19,310.38
R03205,63,20,303.2
R03206,60,21,394.59000000000003
R03207,43,19,253.97
R03208,41,19,311.76
R03209,30,22,270.84
R03210,32,28,534.27
R03211,38,20,303.09
R03212,21,17,252.93
R03213,26,18,289.29
R03214,21,27,441.85
R03215,22,26,402.38
R03216,38,22,358.15
R03217,48,25,430.61
R03218,45,25,404.43
R03219,37,23,384.49
R03220,27,16,222.93
R03221,46,20,312.17
R03222,21,22,323.38
R03223,23,28,395.48
R03224,36,21,295.96999999999997
R03225,21,20,282.93
R03226,44,31,532.39
R03227,19,24,343.41
R03228,30,15,204.31
R03229,19,24,369.05
R03230,21,16,259.02
R03231,29,22,361.18
R03232,25,6,85.96000000000001
R03233,37,23,330.78
R03234,81,13,232.5
R03235,61,26,467.23
R03236,24,22,375.74
R03237,48,22,393.46999999999997
R03238,61,26,420.38
R03239,22,22,347.59
R03240,23,26,416.07
R03241,33,27,403.52
R03242,39,17,267.46
R03243,48,17,313.72
R03244,35,19,306.76
R03245,67,12,192.02
R03246,42,19,287.35
R03247,67,19,304.21
R03248,43,17,245.86
R03249,40,28,507.76
R03250,32,19,268.94
R03251,19,21,341.57
R03252,23,19,307.94
R03253,78,13,193.39
R03254,22,16,236.18
R03255,51,22,362.93
R03256,40,20,286.94
R03257,18,17,255.1
R03258,45,13,224.44
R03259,56,15,210.56
R03260,43,16,231.32
R03261,86,16,257.7
R03262,34,14,253.61
R03263,20,31,466.6
R03264,29,18,276.15
R03265,29,17,239.03
R03266,33,25,404.77
R03267,32,19,259.35
R03268,19,22,322.73
R03269,32,16,294.86
R03270,28,22,322.6
R03271,28,17,265.33
R03272,20,27,452.74
R03273,28,21,282.56
R03274,20,15,229.79
R03275,49,13,240.2
R03276,46,13,168.95
R03277,39,26,458.26
R03278,40,20,374.26
R03279,40,17,214.59
R03280,40,23,389.88
R03281,32,17,269.29
R03282,36,19,286.81
R03283,26,17,251.65
R03284,37,19,287.29
R03285,27,23,371.39
R03286,54,18,277.51
R03287,47,22,312.98
R03288,47,15,260.32
R03289,48,22,321.31
R03290,80,13,231.07999999999998
R03291,45,20,345.93
R03292,26,18,327.7
R03293,49,21,358.74
R03294,33,15,214.25
R03295,29,19,270.99
R03296,33,9,113.59
R03297,19,25,361.99
R03298,23,21,325.49
R03299,23,21,338.85
R03300,34,16,245.73
R03301,40,25,369.85
R03302,27,19,263.08
R03303,45,20,287.49
R03304,20,16,264.37
R03305,34,18,229.56
R03306,20,18,257.1
R03307,24,21,305.09000000000003
R03308,56,21,322.04
R03309,45,21,304.28
R03310,34,22,305.86
R03311,47,20,318.92
R03312,34,18,294.71
R03313,21,21,408.01
R03314,33,18,304.95
R03315,20,30,441.1
R03316,30,20,342.74
R03317,22,21,336.7
R03318,40,22,314.42
R03319,31,20,340.64
R03320,19,15,239.26
R03321,40,24,367.52
R03322,66,20,261.07
R03323,19,24,369.63
R03324,28,21,315.25
R03325,29,20,312.12
R03326,20,26,362.07
R03327,63,16,200.23
R03328,34,17,256.28
R03329,37,16,229.19
R03330,28,18,266.9
R03331,57,20,302.56
R03332,47,21,318.45
R03333,28,17,289.42
R03334,29,26,410.65
R03335,62,21,307.3
R03336,48,15,194.03
R03337,33,27,490.07
R03338,53,22,325.56
R03339,45,22,348.18
R03340,101,14,190.85
R03341,20,33,481.03999999999996
R03342,42,25,415.05
R03343,71,19,271.01
R03344,20,21,318.84
R03345,56,20,289.94
R03346,32,20,304.9
R03347,35,20,319.15999999999997
R03348,31,23,359.17
R03349,34,22,356.5
R03350,26,17,268.01
R03351,36,20,320.16
R03352,24,22,344.13
R03353,21,21,352.75
R03354,52,18,266.72
R03355,21,24,352.59
R03356,26,28,442.19
R03357,37,24,388.03
R03358,21,21,418.66
R03359,53,16,275.23
R03360,47,19,360.83
R03361,51,21,312.18
R03362,21,28,417.98
R03363,43,22,346.88
R03364,24,22,330.69
R03365,86,13,190.44
R03366,71,18,272.51
R03367,37,17,258.4
R03368,20,19,327.27
R03369,38,23,323.56
R03370,36,17,248.17
R03371,23,20,301.21
R03372,28,21,301.79
R03373,33,17,257.84
R03374,55,15,272.85
R03375,21,26,362.78
R03376,76,19,285.84
R03377,23,19,241.36
R03378,34,12,178.12
R03379,44,19,262.56
R03380,79,11,170.71
R03381,20,19,340.57
R03382,20,24,341.0
R03383,74,21,331.90999999999997
R03384,28,15,234.18
R03385,27,21,375.74
R03386,24,19,281.79
R03387,50,15,249.97
R03388,65,18,251.17000000000002
R03389,79,12,175.18
R03390,47,18,269.29
R03391,34,22,369.76
R03392,21,21,344.29
R03393,19,19,281.07
R03394,42,16,232.93
R03395,27,17,253.52
R03396,19,24,368.07
R03397,40,24,356.12
R03398,43,21,317.61
R03399,30,23,386.57
R03400,38,24,379.25
R03401,40,21,354.6
R03402,27,24,418.56
R03403,22,25,386.07
R03404,24,20,286.18
R03405,48,26,432.39
R03406,28,23,354.85
R03407,58,18,309.87
R03408,23,26,393.9
R03409,43,26,435.04
R03410,31,17,261.56
R03411,44,24,350.86
R03412,27,25,358.06
R03413,38,28,423.49
R03414,26,22,311.1
R03415,42,19,251.09
R03416,19,21,311.33
R03417,36,21,316.94
R03418,72,23,379.94
R03419,43,20,348.11
R03420,43,27,464.40999999999997
R03421,23,28,358.44
R03422,22,17,226.44
R03423,55,18,237.9
R03424,31,20,333.75
R03425,22,22,343.53
R03426,29,17,254.0
R03427,27,27,407.68
R03428,20,11,152.49
R03429,32,16,259.59000000000003
R03430,38,17,230.01
R03431,20,22,340.59
R03432,64,15,241.8
R03433,36,22,338.73
R03434,36,25,455.65999999999997
R03435,23,25,453.56
R03436,20,24,365.94
R03437,20,24,378.96
R03438,41,26,395.59999999999997
R03439,26,18,259.23
R03440,19,17,239.47
R03441,26,15,229.65
R03442,57,14,199.98999999999998
R03443,48,21,380.91
R03444,21,25,427.45
R03445,19,21,321.85
R03446,20,21,290.5
R03447,25,23,328.76
R03448,34,14,228.7
R03449,32,20,290.49
R03450,46,23,326.79
R03451,38,13,210.07
R03452,37,24,374.03
R03453,20,22,386.18
R03454,29,21,289.99
R03455,19,20,340.6
R03456,31,27,424.73
R03457,38,22,331.96
R03458,35,23,360.29
R03459,27,20,281.45
R03460,19,25,369.47
R03461,40,23,374.37
R03462,49,21,320.46999999999997
R03463,18,16,253.25
R03464,22,17,257.39
R03465,25,27,441.9
R03466,62,19,255.85
R03467,70,19,260.84
R03468,24,26,411.55
R03469,59,14,228.37
R03470,33,18,262.26
R03471,19,21,339.90000000000003
R03472,44,13,162.58
R03473,22,25,416.42
R03474,30,23,361.83
R03475,47,20,296.92
R03476,31,17,233.12
R03477,36,20,347.04
R03478,49,26,403.0
R03479,19,21,288.59
R03480,19,19,264.57
R03481,147,17,257.65000000000003
R03482,107,18,263.0
R03483,27,18,306.45
R03484,68,23,364.5
R03485,32,16,244.03
R03486,50,21,348.78000000000003
R03487,32,25,377.69
R03488,22,29,532.45
R03489,31,20,291.23
R03490,29,16,242.39999999999998
R03491,26,20,329.78000000000003
R03492,62,28,421.77
R03493,19,18,277.26
R03494,60,15,247.83
R03495,32,25,366.35
R03496,26,17,265.02
R03497,36,23,333.16
R03498,39,19,265.45
R03499,32,22,285.82
R03500,24,16,263.07
R03501,25,20,317.27
R03502,19,15,254.16
R03503,29,21,288.53
R03504,22,17,288.29
R03505,42,26,381.9
R03506,38,23,360.09
R03507,33,15,215.09
R03508,20,17,265.36
R03509,19,21,326.11
R03510,57,12,204.27
R03511,40,20,356.71000000000004
R03512,37,24,350.96999999999997
R03513,54,17,299.59
R03514,27,15,231.76
R03515,44,20,285.36
R03516,21,22,344.69
R03517,24,24,374.51
R03518,68,13,214.18
R03519,22,18,267.27
R03520,28,23,362.67
R03521,26,21,336.68
R03522,48,26,392.40999999999997
R03523,27,19,287.87
R03524,77,20,258.03
R03525,39,16,232.26
